state(1=HI,0=LO),samples,start_sample
0 7 505182
1 3 505189
0 7 505192
1 10 505199
0 4 505209
1 3 505213
0 4 505216
1 3 505220
0 4 505223
1 3 505227
0 7 505230
1 7 505237
0 4 505244
1 3 505248
0 4 505251
1 3 505255
0 14 505258
1 7 505272
0 4 505279
1 3 505283
0 11 505286
1 7 505297
0 3 505304
1 7 505307
0 4 505314
1 3 505318
0 21 505321
1 4 505342
0 7 505346
1 3 505353
0 7 505356
1 7 505363
0 7 505370
1 7 505377
0 3 505384
1 4 505387
0 3 505391
1 4 505394
0 3 505398
1 4 505401
0 7 505405
1 7 505412
0 3 505419
1 4 505422
0 3 505426
1 4 505429
0 14 505433
1 7 505447
0 3 505454
1 4 505457
0 10 505461
1 4 505471
0 3 505475
1 11 505478
0 3 505489
1 4 505492
0 3 505496
1 3 505499
0 4 505502
1 3 505506
0 4 505509
1 10 505513
0 4 505523
1 3 505527
0 7 505530
1 4 505537
0 7 505541
1 10 505548
0 4 505558
1 3 505562
0 4 505565
1 3 505569
0 4 505572
1 3 505576
0 7 505579
1 7 505586
0 4 505593
1 3 505597
0 21 505600
1 4 505621
0 7 505625
1 3 505632
0 4 505635
1 7 505639
0 6 505646
1 11 505652
0 3 505663
1 4 505666
0 3 505670
1 4 505673
0 3 505677
1 4 505680
0 7 505684
1 7 505691
0 3 505698
1 4 505701
0 3 505705
1 4 505708
0 3 505712
1 4 505715
0 7 505719
1 7 505726
0 3 505733
1 4 505736
0 10 505740
1 4 505750
0 7 505754
1 7 505761
0 3 505768
1 4 505771
0 3 505775
1 7 505778
0 7 505785
1 10 505792
0 4 505802
1 3 505806
0 4 505809
1 3 505813
0 7 505816
1 4 505823
0 3 505827
1 4 505830
0 7 505834
1 3 505841
0 7 505844
1 11 505851
0 3 505862
1 4 505865
0 7 505869
1 3 505876
0 7 505879
1 11 505886
0 3 505897
1 4 505900
0 7 505904
1 3758 505911
0 142856 509669
1 3790 652525
0 142855 656315
1 3790 799170
0 142856 802960
1 3790 945816
0 142855 949606
1 3790 1092461
0 5903753 1096251
